path,type,area,purpose,imported_by,imports,runtime_used (yes/no/unknown),business_critical (yes/no/unknown),duplicate_of,legacy_flag (yes/no),delete_candidate (yes/no/maybe),confidence,notes
attached_assets/Screenshot_2026-01-24-03-43-54-765_com.replit.app_1769201237150.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-24-03-50-23-034_com.replit.app_1769201431129.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-28-11-24-58-496_com.replit.app_1769574335430.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-28-11-25-03-333_com.replit.app_1769574322904.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-28-20-56-48-520_com.replit.app_1769608627202.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-28-20-58-05-485_com.replit.app_1769608808547.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-29-05-07-21-653_com.replit.app_1769638063564.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-29-17-42-44-096_com.android.chrome_1769683517794.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-29-17-42-57-405_com.android.chrome_1769683517696.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-29-22-10-19-724_com.replit.app_1769699437230.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-29-22-16-01-472_com.replit.app_1769699771529.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-30-02-34-20-146_com.replit.app_1769715287180.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-30-08-55-09-117_com.replit.app_1769738258766.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-30-08-55-09-117_com.replit.app_1769738386229.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-30-09-58-58-806_com.replit.app_1769741955247.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-01-31-12-07-28-090_com.replit.app_1769836059410.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-06-16-45-10-482_com.android.chrome_1770371237000.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-06-16-45-10-482_com.android.chrome_1770371672931.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-06-16-45-13-772_com.android.chrome_1770371207835.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-06-16-45-13-772_com.android.chrome_1770371672820.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-14-21-43-18-480_com.android.chrome_1771080232785.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-14-21-43-18-480_com.android.chrome_1771080429443.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-14-24-59-996_com.replit.app_1771140309254.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-17-28-55-076_com.android.chrome_1771151612378.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-17-28-55-076_com.android.chrome_1771154367433.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-18-38-30-370_com.android.chrome_1771155560806.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-19-04-06-993_com.replit.app_1771157110347.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-19-04-19-897_com.replit.app_1771157101713.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-19-04-25-200_com.replit.app_1771157092809.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-19-41-17-721_com.android.chrome_1771159558832.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-19-41-17-721_com.android.chrome_1771159615361.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-21-11-40-793_com.replit.app_1771164764054.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-15-21-57-20-161_com.android.chrome_1771167494900.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-02-25-05-59-57-145_com.replit.app_1771974022363.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-48-39-461_com.replit.app_1772542746089.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-51-45-588_com.android.chrome_1772542746219.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-52-31-172_com.android.chrome_1772542671802.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-52-31-172_com.android.chrome_1772542746256.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-52-49-839_com.android.chrome_1772542746305.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-53-04-413_com.android.chrome_1772542746347.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-03-19-53-13-397_com.android.chrome_1772542746392.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-01-00-32-635_com.android.chrome_1772561259370.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-01-00-39-999_com.android.chrome_1772561259346.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-01-00-45-257_com.android.chrome_1772561259322.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-01-00-50-368_com.android.chrome_1772561259279.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-07-59-43-096_com.android.chrome_1772586279336.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-08-01-38-561_com.android.chrome_1772586279312.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-08-01-52-736_com.android.chrome_1772586279276.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-08-02-05-274_com.android.chrome_1772586279236.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-04-08-02-17-086_com.android.chrome_1772586279171.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-05-16-02-33-257_com.android.chrome_1772780105367.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-06-13-03-01-926_com.android.chrome_1772780121011.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-06-13-03-29-059_com.android.chrome_1772780133663.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-08-20-52-17-902_com.android.chrome_1772978296352.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-09-21-04-15-295_com.replit.app_1773065121255.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-11-20-09-30-951_com.android.chrome_1773234804865.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-25-11-05-01-182_com.android.chrome_1774411984134.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-25-12-14-34-659_com.replit.app_1774415782299.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-26-06-16-59-283_com.android.chrome_1774480804884.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-26-06-17-10-249_com.android.chrome_1774480804846.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-26-06-17-18-102_com.android.chrome_1774480804802.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-26-06-17-20-754_com.android.chrome_1774480804730.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-26-06-17-20-754_com.android.chrome_1774480837671.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-03-26-10-23-06-058_com.android.chrome_1774495743841.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-02-23-01-32-819_com.android.chrome_1775145817441.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-02-23-01-32-819_com.android.chrome_1775145886508.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-02-23-01-32-819_com.android.chrome_1775146004573.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-03-01-51-22-814_com.android.chrome_1775155967796.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-03-01-51-41-692_com.android.chrome_1775155949695.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-03-02-03-09-904_com.android.chrome_1775156624377.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-04-22-03-07-446_com.android.chrome_1775315065270.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-05-05-06-49-075_com.android.chrome_1775340482450.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-05-21-34-52-098_com.android.chrome_1775399795391.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-05-21-35-23-298_com.android.chrome_1775399815125.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-07-19-01-56-141_com.android.chrome_1775563414989.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Screenshot_2026-04-07-19-02-00-465_com.android.chrome_1775563414886.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Shjift Report Summary - DO NOT USE THIS DATA - for reference only_1751723290406.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Singha Pink Lemon Soda_1760968083111.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Singha Soda Water 800 x 800_1760968083413.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Singha Yellow Lemon_1760968083649.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Single Smash Set - 27.11.2023_1760967990961.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Sprite 800 x 800_1760968086282.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Super Double Set - 27.11.2023_1760967991310.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Tablet mode_1753626030915.mp4,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Triple Smash Set - 27.11.2023_1760967989404.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/WhatsApp Video 2025-07-27 at 21.18.43_f2e62fb1_1753625961789.mp4,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Yellow Circle - Black Logo_1751274091742.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Yellow Circle - Black Logo_1751290442753.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Yellow Circle - Black Logo_1754288977422.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Yellow Circle - Black Logo_1756650531149.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Yellow Circle - Black Logo_1757766401641.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Yellow Circle - Black Logo_1761055599167.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/_1755066446555.prettierrc,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/category-sales-summary-2025-07-03-2025-07-03_1751583647560.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/content-1753785411505.md,doc,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/deny-unsafe_1755065090701.sh,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/export_items_1751583647569.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/foodCostings_1757429003148.ts,code,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/foodCostings_1757438440655.ts,code,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-2_1772978404335.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-3864439813994995830_1752664115135.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-3944994845232594783_1753615142675.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-4126556365552839923_1757860721215.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-4749802747339582510_1752520593206.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-5145507738914389304_1752664100346.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-6184001997554824822_1752520576038.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image-7763778407416990416_1751545680030.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751270847172.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751273873486.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751274531010.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751275047175.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751276413439.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751290631788.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751291880477.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751292696137.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751354748643.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751354767326.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751356002673.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751356013719.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751356201916.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751356285187.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751357729218.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751385386763.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751389901304.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751392568512.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751392752530.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751400756388.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751405044626.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751406013497.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751437308718.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751437356970.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751437646644.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751437961890.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751446508357.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751446861499.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751465758559.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751504531286.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751513875345.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751514828356.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751514850010.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751516391238.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751523342346.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751523957173.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751524198933.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751551276381.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751554594060.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751554744456.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751582949854.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751584127639.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751585721604.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/image_1751618328063.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
